MovieID,Title,Genres,Actors,Keywords
2332,Belly (1998),Crime|Drama,"DMX, Nas, Hassan Johnson, Taral Hicks, Tionne 'T-Boz' Watkins, Oliver ""Power"" Grant, Louie Rankin, Stanley Drayton, James Parris, Method Man, Kurt Loder, Ben Chavis, Tyrin Turner, Jay Black, John 'B.J.' Bryant, Prince 'Blunt' Graham, Wondosas 'Kilo' Martin, Shaun Morrison, Frank Vincent, Eric Keith McNeil, Xavier Simmons, LaVita Raynor, Monica Michaels, Jen Gatien, AZ, David Edwards, Jeffrey H. Kaufman, Brant Spencer, Adam Vignola, Micaal Stevens, Michael Woodhouse, Tyrone Lewis, Carmen Yannuzzi Jr., Crystal N. Johnson, James Gresham, Michael Manning, Tony Devon, Akim Black, Bogle, Paul Borghese, Joe Crosson, Dufflyn Lammers, Steve Nuke, Sean Paul, Akilah Shedrick, Ronald 'Too Small' Small, Nick Stellate","gangster, organized crime"
2333,Gods and Monsters (1998),Drama,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich, David Dukes, Kevin J. O'Connor, Mark Kiely, Jack Plotnick, Rosalind Ayres, Jack Betts, Matt McKenzie, Todd Babcock, Cornelia Hayes O'Herlihy, Brandon Kleyla, Pamela Salem, Michael O'Hagan, David Millbern, Amir Aboulela, Marlon Braccia, Jesse Long, Owen Masterson, Lisa Vastine, Kent George, Martin Ferrero, David Fabrizio, Jesse James, Lisa Darr, Paul Michael Sandberg, Judson Mills, Arthur Dignam, John Gatins, Curtis Harrington, Celeste Lecesne, Sarah Ann Morris, Richard Pines, Jennifer Tolkachev","dying and death, movie business, biography, male homosexuality, author, filmmaking, gardener, horror filmmaking, 1950s, film director, frankenstein, gay theme"
2334,"Siege, The (1998)",Action|Thriller,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila, Aasif Mandvi, Mark Valley, Jack Gwaltney, David Proval, Lance Reddick, Wood Harris, David Costabile, Said Faraj, Christian Chase, Chip Zien, Ahmed Ben Larby, Lianna Pai, Jacqueline Antaramian, Donna Hanover, Dakin Matthews, John Rothman, John Henry Cox, E. Katherine Kerr, Jimmie Ray Weeks, Will Lyman, Victor Slezak, Chris Messina, Susie Essman, Arianna Huffington, Bill Clinton, Diana Naftal, Ben Shenkman, Dakin Matthews, Ray Godshall Sr., Gilbert Rosales, Amro Salama, Jim Shankman, Matt Servitto, Jourdan Fremin, Anjua Warfield-Maximo, Jeff Beatty, Rory J. Aylward, Robert Scheer, Matt Miller, Ali Afshar, John Beard, Stan Brooks, Alex Chadwick, Epi Colon, Judy de Angelis, Luis Jimenez, Sean Hannity, Ron Kuby, Daniel Schorr, Curtis Sliwa, Susan Stamberg, Mary Alice Williams, Mike Akrawi, Michael Arthur, Lisa Masters, Robin Anne Phipps, Valeria Von Leczycki Goncharova Barrett, William Hill, Craig 'Radio Man' Castaldo, Neal Jones","new york city, muslim, undercover agent, fbi, islam, martial law, car bomb, terrorism, political thriller"
2335,"Waterboy, The (1998)",Comedy,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting, Clint Howard, Allen Covert, Rob Schneider, Todd Holland, Robert Kokol, Frank Coraci, Jennifer Taylor, James Bates Jr., Kelly Hare, Dawn Birch, Steve Raulerson, Christopher Mugglebee, Brett Rice, John Farley, Kevin Farley, Lee Corso, Bill Cowher, Dan Fouts, Chris Fowler, Jimmy Johnson, Brent Musburger, Dan Patrick, Lynn Swann, Lawrence Taylor, Paul Wight, Jamie Williams, Marc Kittay, Matt Baylis, Jack Carroll, Tom Nowicki, Ric Swezey, Matthew Lussier, Haven Gaston, Mike Hold, Kevin Reid, Mattie Wolf, Phyllis Alia, Dave Wagner, Tina Barr, Michael Giarraputo, Marty Eli Schwartz, Aaron J. Brooks, Patrick Martin Jr.","sports, stutter, louisiana, social outcast, ridicule, deserted by husband, low self esteem, waterboy, college american football"
2336,Elizabeth (1998),Drama,"Cate Blanchett, Joseph Fiennes, Geoffrey Rush, Christopher Eccleston, John Gielgud, Richard Attenborough, Fanny Ardant, Éric Cantona, Vincent Cassel, Kathy Burke, Edward Hardwicke, Emily Mortimer, James Frain, Kelly Macdonald, Kenny Doughty, Daniel Craig, Alfie Allen, Jamie Foreman, Lily Allen, Amanda Ryan, Sally Grey, Elika Gibbs, Sarah Owen, Kate Loustau, Daniel Moynihan, Jeremy Hawk, Daisy Bevan, Hayley Burroughs, Joe White, Matt Andrews, Ben Frain, Lewis Jones, Michael Beint, Angus Deayton, Joseph O'Conor, Brendan O'Hea, Edward Highmore, James Rowe, Donald Pelmear, Tim Bevan, Liz Giles, Rod Culbertson, Peter Stockbridge, Valerie Gale, George Antoni, Wayne Sleep, Charles Cartmell, Edward Purver, Vladimir Vega, Jennifer Lewicki, Viviane Horne, Nick Smallman, James Britton, Jean-Pierre Léaud, Ben Mars, Daniel O'Meara, Jocelyn Quivrin, Matthew Rhys, Jason Savin, Christian Simpson, Liam Foley","queen, duke, treason, queen elizabeth i, tudor, historical figure, catholic, protestant, palace intrigue, 16th century, british monarchy"
2337,Velvet Goldmine (1998),Drama,"Ewan McGregor, Jonathan Rhys Meyers, Toni Collette, Christian Bale, Eddie Izzard, Emily Woof, Michael Feast, Janet McTeer, Mairead McKinley, Luke Morgan Oliver, Osheen Jones, Micko Westmoreland, Damian Suchet, Danny Nutt, Wash Westmoreland, Don Fellows, Ganiat Kasumu, Ray Shell, Alastair Cumming, Zoe Boyce, Jim Whelan, Sylvia Grant, Tim Hans, Ryan Pope, Stuart Callaghan, James Francis, Callum Hamilton, Lindsay Kemp, Carlos Miranda, Emma Handy, Matthew Glamour, Daniel Adams, Bryan Torfeh, Joseph Beattie, Sarah Cawood, David Hoyle, Winston Austin, Ivan Cartwright, Peter Swords King, Justin Salinger, Roger Alborough, Peter Bradley Jr., Jonathan Cullen, William Key, Vincent Marzello, Corey Skaggs, Nathan Osgood, Nadia Williams, Brian Molko, Antony Langdon, Xavior, Steve Hewitt, Guy Leverton, Vinney Reck, Keith-Lee Castle, Eden Ford, Jono McGrath, Perry Clayton, Donna Matthews, Ritz, Stefan Olsdal, Trevor Sharpe","great britain, narration, bisexuality, glam rock, lgbt, music journalism, imaginary band, baby left on doorstep, fictional band, down feather, 19th century, 1980s, gay theme"
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,"Jennifer Love Hewitt, Freddie Prinze Jr., Brandy Norwood, Mekhi Phifer, Matthew Settle, Muse Watson, Jennifer Esposito, Bill Cobbs, Jeffrey Combs, John Hawkes, Ellerine Harding, Benjamin Brown, Red West, Michael P. Byrne, Michael Bryan French, Dee Anne Helsel, Johnny Harrington, Mark Boone Junior, Sylvia Short, Jack Black, Spencer Kayden, Summer Moore, Tanya Raisa","island, competition, fisherman, bahamas, college, radio, knife, vacation, revenge, murder, marijuana, resort, slasher, storm, hook, killer, teen scream"
2339,I'll Be Home For Christmas (1998),Comedy|Romance,"Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby, Andrew Lauer, Sean O'Bryan, Lesley Boone, Amzie Strickland, Natalie Barish, Mark de la Cruz, Kathleen Freeman, Jack Kenny, Celia Kushner, Blair Slater, P.J. Prinsloo, Kevin Hansen, James Sherry, Alexandria Mitchell, Eric Pospisil, Cathy Weseluck, Peter Kelamis, Betty Linde, Awaovieyi Agie, Brendan Beiser, Graeme Kingston, Ian Robison, Ernie Jackson, Kurt Max Runte, Nicole Oliver, Tasha Simms, Dmitry Chepovetsky, Dolores Drake, Christine Willes, Nick Misura, Mark Acheson, Bart Anderson, J. B. Bivens, Annette Reilly, Manami Hara, Tom Heaton, Sarah May, Alexander Milani, Ron Timms, David Neale, Paul Norman, Michael P. Northey, Eileen Pedde, Melissa Barker Sauer, Mike Battie, Elizabeth Friedman, Bonnie Smart","holiday, santa claus, sabotage, selfishness, boyfriend girlfriend relationship, bribe, woman director, cross country trip, christmas, father son relationship"
2340,Meet Joe Black (1998),Romance,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber, Marcia Gay Harden, Jeffrey Tambor, June Squibb, Gene Canfield, Suzanne Hevner, Stephen Adly Guirgis, David S. Howard, Lois Kelly-Miller, Jahnni St. John, Richard Clarke, Madeline Balmaceda, Marylouise Burke, Diane Kagan, Steve Coats, Julie Lund, Kay Gaffney, Anthony Kane, Joe H. Lamb, Robert C. Lee, Jim Taylor McNickle, Hardy Phippen Jr., Leo Marks, Michelle Youell, Gene Leverone","life and death, broken engagement, love at first sight, fireworks, religion and supernatural, based on play or musical, fate, teenage crush, grim reaper, doctor, millionaire, death personified, death incarnate, angel of death, encontro marcado, romantic, appreciative, compassionate"
2341,Dancing at Lughnasa (1998),Drama,"Meryl Streep, Catherine McCormack, Brid Brennan, Kathy Burke, Sophie Thompson, Michael Gambon, Rhys Ifans, Lorcan Cranitch, Darrell Johnston, John Kavanagh, Marie Mullen, Dawn Bradfield, Peter Gowen, Kate O'Toole, Gerard McSorley","sibling relationship, narration, dementia, based on play or musical, sister, slice of life, rural area, motorcycle, ireland, catholic priest, spinsters, 1930s, period film, sisters, donegal, irish family, strict sister"
2342,Hard Core Logo (1996),Comedy,"Hugh Dillon, Callum Keith Rennie, John Pyper-Ferguson, Bernie Coulson, Julian Richings, Benita Ha, Claudia Ferri, Joey Ramone, Corrine Koslo, Art Bergmann, Terry David Mulligan, Nicole Parker, Megan Leitch, Michael Kopsa, Alexa Mardon, Xantha Radley, Jennifer Bishop, Samaya Jardey, Morgan Brayton, Dean Paraskevopoulos, Daniel Salerno, Joe Keithley, Molly Parker","canada, based on novel or book, nightclub, punk rock, mockumentary, vancouver, fake documentary, punk band, fictional band, winnipeg, anarchic comedy, saskatoon"
2343,"Naked Man, The (1998)",Drama,"Michael Rapaport, Arija Bareikis, Rachael Leigh Cook, Martin Ferrero, Joe Grifasi, John Carroll Lynch, John Slattery, Michael Jeter, Arija Bareikis, Peter Thoemke, Nancy Plank, Steve Shaffer, Charles Brin, Jessica Shepherd, Jesse Morse, Katherine Disque, Isabell O'Connor, Jonathan Rylander, Traci Christofore, Ken Resnick, Rick Schlecht, Mick Karch, Dale Dunham, Jeff Kline, April Berquist, Wayne A. Evenson, Terry Hempleman, Jimmy Noonan, James Gaulke, Jay Albright, Mark Povinelli, Kim Thomassen, Elizabeth Hawes, Ben Barenholtz, Peter Schmitz, Don Hewitt Sr., Alex Rizzo, Doug Fisher, Donald Murphy, Robert Graf, Danny Downey, Eric D. Howell, John Shuman, Terry O'Sullivan, Dennis Carlson, Charlie 'Thunderblood' Morris, Henry-Cameron Allen, T. Mychael Rambo, Scott Soulak, Trump Card, Eric Haymes, George Willeman, Phil Stockton, Robert Fernandez","double life, wrestling, murder, doctor, naked, murder hunt, chiropractor"
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,"Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner, John P. Ryan, T.K. Carter, Kenneth McMillan, Stacey Pickren, Walter Wyatt, Edward Bunker, Reid Cruickshanks, Dan Wray, Michael Lee Gogin, John Bloom, Hank Worden, Danny Trejo, Tommy Lister Jr., Dennis Franz, John Otrin, Norman Alexander Gibbs, Dennis Ott, Don Pugsley, John Fountain, Wally Rose, John Richard Petersen, William Tregoe","attempt to escape, train accident, prison warden, prison escape, alaska, train, freezing"
2345,Desert Bloom (1986),Drama,"Annabeth Gish, Jon Voight, JoBeth Williams, Ellen Barkin, Jay Underwood, Allen Garfield, Christine Lahti, Laura Rasmussen","nevada, atomic bomb test, coming of age, las vegas, desert, 1950s, abusive stepfather"
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,"Katharine Ross, Paula Prentiss, Nanette Newman, Judith Baldwin, Peter Masterson, Tina Louise, Carol Eve Rossen, William Prince, Mary Stuart Masterson, Patrick O'Neal, Dee Wallace, George Coe, Franklin Cover, Carole Mallory, Toni Reid, Barbara Rucker, Robert Fields, Josef Sommer, Paula Trueman, Michael Higgins, Martha Greenhouse, Neil Brooks Cunningham, Remak Ramsay, Ronny Sullivan, John Aprea, Kenneth McMillan, Tom Spratley, Devi Morgan","android, small town, based on novel or book, feminism, housewife, connecticut, robot, suburb, frantic, desperate, women's liberation, authoritarian, condescending, defiant, demeaning, derogatory, foreboding, frightened, mean spirited"
2347,"Pope of Greenwich Village, The (1984)",Action,"Eric Roberts, Mickey Rourke, Daryl Hannah, Geraldine Page, Kenneth McMillan, Tony Musante, M. Emmet Walsh, Burt Young, Jack Kehoe, Philip Bosco, Val Avery, Joe Grifasi, Tony DiBenedetto, Ronald Maccone, Betty Miller, Thomas A. Carlin, Leonard Termo, Marty Brill, John Eric Bentley, Ed Setrakian, Rik Colitti, John Finn, Kevin Breslin, Gerard Murphy, Ed O'Ross, Peter Conti, Tony Lip, Clem Caserta, Frank Vincent, Claude Vincent, Anna Thomson, Randall Edwards, Bo Smith, Jacques Sandulescu, Ed DeLeo, José Angel Santana, Samuel G. Laken, Linda Ipanema, Tina Vaughn, Paul Herman, Joan Shangold, Henry Yuk, Felix Pitre, James Bulleit, Paul Austin, William Duell, Ken Butler, Carlotta Schock, Talisa Soto, Nick Vallelonga","sibling relationship, based on novel or book, mobster, greenwich village"
2348,Sid and Nancy (1986),Drama,"Gary Oldman, Chloe Webb, David Hayman, Debby Bishop, Andrew Schofield, Xander Berkeley, Perry Benson, Tony London, Sandy Baron, Sy Richardson, Edward Tudor-Pole, Biff Yeager, Courtney Love, Rusty Blitz, John Spacely, Coati Mundi, Anne Lambton, Kathy Burke, Sara Sugarman, Mark Monero, Michèle Winstanley, Andy Bradford, Barbara Coles, Pete Lee-Wilson, Graham Fletcher-Cook, Stuart Fox, Victoria Harwood, Jude Alderson, James Snell, Niven Boyd, Miguel Sandoval, Patti Tippo, John M. Jackson, Peter McCarthy, Desirée Erasmus, Gloria LeRoy, Milton Selzer, Bruce J. Magrane, Stefanie Auerbach, Jeffrey Kumer, Bradley Lieberman, Tricia Bartholome, Jeanne McCarthy, John Snyder, Ron Moseley, Fox Harris, Iggy Pop, Suchi Asano, Julie St. Claire, Daniel Louis Rivas, Keith Morris, Alexander Folk, Alex Cox","1970s, drug addiction, punk rock, based on true story, sex pistols, co-workers relationship, punk band, sid vicious, music tour, music manager, chelsea hotel, musical acts, toxic relationship"
2349,Mona Lisa (1986),Comedy|Thriller,"Bob Hoskins, Cathy Tyson, Michael Caine, Robbie Coltrane, Clarke Peters, Kate Hardie, Zoë Nathenson, Sammi Davis, Joe Brown, Pauline Melville, Hossein Karimbeik, David Halliwell, Maggie O'Neill, Perry Fenwick, Gary Cady, Richard Strange, Kenny Baker, Jack Purvis, Bill Moore, Rod Bedall, Raad Rawi, Dawn Archibald","chauffeur, london, england, prostitute, ex-detainee, hoodlum, neo-noir"
2350,Heart Condition (1990),Comedy,"Bob Hoskins, Denzel Washington, Chloe Webb, Roger E. Mosley, Ja'net DuBois, Alan Rachins, Ray Baker, Jeffrey Meek, Eva LaRue, Frank R. Roach, Robert Apisa, Kieran Mulroney, Lisa Stahl, Clayton Landey, Julia Silverman, Phyllis Hamlin, Jeff MacGregor, George Kyle, Bill Applebaum, Mary Catherine Wright, Johnny Walker, Ken Martinez, Diane Cary, Monte Landis, Anthony ""Wink"" Atkinson, Deidre Harris, Ron Taylor, Kendall McCarthy, Theresa Randle, Mark Lowenthal, Billy Oscar, Chick Hearn, Johnnie Johnson III, Rick Marzan, Dean Wein, Bobby Bass, Gregory J. Barnett, Tommy J. Huff, Gary Sax",
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,"Giulietta Masina, François Périer, Franca Marzi, Amedeo Nazzari, Aldo Silvani, Dorian Gray, Ennio Girolami, Mario Passante, Franco Balducci, Ciccio Barbi, Luciano Bonanni, Leo Catozzo, Mimmo Poli, Dominique Delouche, Franco Fabrizi, Sandro Moretti, Polidor, María Luisa Rolando, Gianni Baghino, Riccardo Fellini, Nino Milano, Sergio Parlato, Christian Tassou, Loretta Capitoli, Edda Evangelista, Ines Ferrari, Lina Ferri","rome, italy, optimism, house, poverty, prostitution, madonna, heartbreak, rescue from drowning, ostia italy, shrine, hypnotist, railway station, starving, accountant"
2352,"Big Chill, The (1983)",Comedy|Drama,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt, Kevin Kline, Mary Kay Place, Meg Tilly, JoBeth Williams, Don Galloway, James Gillis, Ken Place, Jonathan Kasdan, Ira Stiltner, Jake Kasdan, Muriel Moore, Meg Kasdan, Patricia Gaul, Kevin Costner","friendship, suicide, regret, funeral, gathering, bat, nostalgia, south carolina, morning, reunion, marijuana, group of friends, remembrance"
2353,Enemy of the State (1998),Action|Thriller,"Will Smith, Gene Hackman, Jon Voight, Regina King, Loren Dean, Jake Busey, Barry Pepper, Jason Lee, Gabriel Byrne, Lisa Bonet, Stuart Wilson, Laura Cayouette, Ian Hart, Scott Caan, James Le Gros, Dan Butler, Jack Black, Jamie Kennedy, Bodhi Elfman, Jacob Chambers, Alexandra Balahoutis, Anna Gunn, Jascha Washington, Rebeca Silva, Bobby Boriello, Carl Mergenthaler, Mattias Kraemer, Lillo Brancato, John Capodice, Vic Manni, T.R. Richards, Ivana Miličević, Patsy Grady Abrams, Beatriz Mayoral, Kasey Lynn Quinn, Elizabeth Berman, Donna W. Scott, Allison Sie, Michael Andolini, Arthur J. Nascarella, Grant Heslov, John Cenatiempo, Joyce Flick Wendl, Frank Medrano, Dennis S. Fahey, Albert Wong, Christopher Lawrence, John Haynes Walker, Joseph Patrick Kelly, Lennox Brown, Martin Bosworth, Nancy Yee, Troy A. Cephers, Carlos Gómez, Robert Gersicoff, Arnie Alpert, Greg Collins, Doug Roberts, Larry King, Warren Olney, Penny Griego, Eric Keung, David Han, Mandy Kriss, Noel Werking, Sam De Crispino, Wayne A. Larrivey, Rhonda Overby, Lillie Shaw Hamer, Brenna McDonough, Callison Slater, Colin Brodie, Daniel Cano, Joy Ehrlich, Eric Olson, Marcus Troy, Adam Karkowsky, Steve Uhrig, Robyn Killian, Laura Eizenia Wood, Angelica Pamintuan, Vené L. Arcoraci, Charlie Curtis, Raichle Watt, Michael James Walker, Jackilyn Ward, Jason Welch, Joshua Ward, Pete Sutton, Tom Quinn, Robert O'Rourke, John Allendorfer, Henry Sandler, Chris Holt, Seth Green, Tom Sizemore, Brian Markinson, Philip Baker Hall, Jason Robards","washington dc, usa, wiretap, satellite, national security agency (nsa), murder, tracker, invasion of privacy, on the run, mafia, lawyer, false accusations, surveillance, tape recording  , tracking device, congressman, concealed cameras, surveillance state, faraday, christmas time, baltimore, maryland, antagonistic, authoritarian, confidential source, deaths, entire life upended"
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,"Whoopi Goldberg, David Spade, E. G. Daily, Tara Strong, Christine Cavanaugh, Kath Soucie, Cheryl Chase, Tim Curry, Jack Riley, Busta Rhymes, Michael Bell, Joe Alaskey, Phil Proctor, Cree Summer, Tress MacNeille, Melanie Chartoff, Hattie Winston, Andrea Martin, Tony Jay, Abraham Benrubi, Gregg Berger, Charlie Adler, Mary Gross, Edie McClurg, Roger Clinton, Jr., Margaret Cho, Iggy Pop, Louis Fresse, Lisa Loeb, Lenny Kravitz, Dawn Robinson, Lou Rawls, Kate Pierson, Cindy Wilson, Gordon Gano, Laurie Anderson, Malik Isaac Taylor, Fred Schneider, Jakob Dylan, Patti Smith, Beck, Steve Zirnkilton, Frank Welker, Phife Dawg","baby, sibling relationship, home, pregnancy, aftercreditsstinger, based on tv series"
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind, David Hyde Pierce, Joe Ranft, Denis Leary, Jonathan Harris, Madeline Kahn, Bonnie Hunt, Michael McShane, John Ratzenberger, Brad Garrett, Roddy McDowall, Edie McClurg, Alex Rocco, David Ossman, Carlos Alazraqui, Jack Angel, Bob Bergen, Kimberly J. Brown, Rodger Bumpass, Anthony Burch, Jennifer Darling, Rachel Davey, Debi Derryberry, Paul Eiding, Jessica Evans, Bill Farmer, Sam Gifaldi, Brad Hall, Jess Harnell, Brenden Hickey, Kate Charlotte Hodges, Denise Johnson, David L. Lander, John Lasseter, Sherry Lynn, Mickie McGowan, Courtland Mead, Christina Milian, Kelsey Mulrooney, Ryan O'Donohue, Jeff Pidgeon, Phil Proctor, Jan Rabson, Jordan Ranft, Brian M. Rosen, Rebecca Schneider, Francesca Marie Smith, Andrew Stanton, Hannah Swanson, Russi Taylor, Travis Tedford, Ashley Tisdale, Lee Unkrich, Jordan Warkol","fight, circus, winter, ant-hill, ant, villain, invention, collector, anthropomorphism, grass, food, duringcreditsstinger, flea, bugs, grasshopper, complex, a bug's life"
2356,Celebrity (1998),Comedy,"Hank Azaria, Kenneth Branagh, Judy Davis, Leonardo DiCaprio, Melanie Griffith, Famke Janssen, Michael Lerner, Joe Mantegna, Bebe Neuwirth, Winona Ryder, Charlize Theron, Dylan Baker, Kate Burton, Patti D'Arbanville, Karen Duffy, Ned Eisenberg, Monique Fowler, Andre Gregory, Allison Janney, Debra Messing, Isaac Mizrahi, Gretchen Mol, Greg Mottola, Larry Pine, Steven Randazzo, Sam Rockwell, Aida Turturro, Celia Weston, Jeffrey Wright, Carmen Dell'Orefice, Tony Sirico, Kenneth Edelson, Tony Darrow, Douglas McGrath, Adrian Grenier, John Doumanian, J.K. Simmons, Donald Trump, Donna Hanover, Leslie Shenkel, Wood Harris, Frank Pellegrino, Renée Lippin, Irina Pantaeva, Mark Vanderloo, Frederique van der Wal, Marian Seldes, David Margulies, Jeff Mazzola, Dick Mingalone, Vladimir Bibic, Francisco Quijada, Aleksa Palladino, Dan Moran, Peter Castellotti, A. Lee Morris, Maurice Sonnenberg, Craig Ulmschneider, Mina Bern, Janet Marlow, Tommie Baxter, Kathleen Doyle, Arthur Berwick, Jodi Long, John Carter, Marylouise Burke, Peter Boyden, Peter McRobbie, Maureen McNamara, Mary Catherine Wright, Melinda Eng, Alma Cuervo, Ève Salvail, Polly Adams, Brian McConnachie, Anthony Mason, Daisy Prince, Tina Sloan, Dayle Haddon, Bill Gerber, Julie Halston, Reuben Jackson, Skip Rose, Alicia Meer, Becky Ann Baker, Michael Kell, Steve Mellor, Gerry Becker, Ileen Getz, Robert Cuccioli, Surinder Khosla, Frederick Rolf, Ramsey Faragallah, William Addy, Patrick Thomas McCarthy, Bernard Addison, Mary Samuels, Sarah Buff, Heather Marni, Bruno Gunn, Sean Daloise, Matthew Sweeney, Kyle Kulish, Sam Gray, Marilyn Raphael, Antonette Schwartzberg, Gabriel Millman, Adam Sietz, Michael Crecco, Neal Arluck, Timothy Jerome, Joseph Tudisco, Jim Moody, Robert Torres, John Costelloe, Mary Jo Buttafuoco, Joey Buttafuoco, Lorri Bagley, Richard Mawe, Ted Neustadt, Bruce Jay Friedman, Erica Jong, Clebert Ford, Ralph Pope, Rick Mowat, Victor Colicchio, Robert Cividanes, Donegal Fitzgerald, Howard Erskine, Ray Cohen, Angel Caban, Ingrid Rogers, Brian McCormack, Gigi Williams, Laura Nativo","celebrity, exzentrik, reporter, ex-wife"
2357,Central Station (Central do Brasil) (1998),Drama,"Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra, Othon Bastos, Otávio Augusto, Matheus Nachtergaele, Caio Junqueira, Stela Freitas, Maria Menezes, Sergio Kato, Soia Lira, Rita Assemany, Harildo Déda, Gildásio Leite, Nanego Lira, José Pereira da Silva, Everaldo Pontes, Inaldo Santana, Gideon Rosa, Antonieta Noronha, Socorro Nobre, Iami Rebouças","rio de janeiro, letter, wilderness, teacher, orphan, railroad, alcoholic, missing parent, long lost relative, realism, child trafficking, death of parent, road movie, bus station, lost child, candid, unwanted child, truck stop, woman and child, lonely woman, train station, admiring, letter writer"
2358,Savior (1998),Drama,"Dennis Quaid, Pascal Rollin, Catlin Foster, Stellan Skarsgård, John Maclaren, Nataša Ninković, Nastassja Kinski, Sergej Trifunović, Nebojša Glogovac, Kosta Andrejevic, Ljiljana Krstić, Sanja Zogovic, Veljko Otašević, Marina Bukvički, Dušan Perković, Dajana Radević, Sanja Borodenko, Aleksandra Borodenko","rape, civil war, mercenary, serbian, atrocity"
2359,Waking Ned Devine (1998),Comedy,"Ian Bannen, David Kelly, Fionnula Flanagan, Susan Lynch, Brendan Dempsey, James Nesbitt, Paul Vaughan, Maura O'Malley, Robert Hickey, Paddy Ward, James Ryland, Fintan McKeown, Eileen Dromey, Kitty Fitzgerald, Dermot Kerrigan, Jimmy Keogh, Matthew Devitt, Rennie Campbell, Eamonn Doyle, Raymond MacCormac, Larry Randall, Jim Ashford, Lewis Charles Barham, Colin Bendall, Dodo Bickerdike, Joy Birnie, James Bishop, Peter Bradford, Steven Burke, Derick Bussey, Norman Cain, Margaret Cain, Peter Carroll, Barbara Clague, Pam Courtenay Smith, Edwina Crebbin, Jill Cruddace, Ted Cruddace, Heather Dawes, George Egee, Jill Foster, Susan Hidson, Margaret Horsfield, John Kaighin, Una King, Anne Lace, Shirley Lewney, Alix Morrey, Pat O'Donohue, Ged Pearce, Stella Pixton, Joyce Pullin, Charlie Read, Thomas Reeder, Adrian Robinson","beguilement, village, fake identity, lottery, jackpot, ireland"
2360,"Celebration, The (Festen) (1998)",Drama,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen, Birthe Neumann, Trine Dyrholm, Helle Dolleris, Therese Glahn, Klaus Bondam, Bjarne Henriksen, Gbatokai Dakinah, Lasse Lunderskov, Lars Brygmann, Lene Laub Oksen, Linda Laursen, John Boas, Erna Boas, Bent Henningsen, Poul Kajbæk, Vibeke Dalset, Janne Thomsen, Anette Jakobsen, Poul Petersen, Gulli Sejrsen, Vibeke Kaiser, John Johnsen, Dan Eilertsen, Søren Sögreni, Kate Goldschmidt, Jens Nørring, Bent Kaiser, Maria Myrgård, Peter Krag, Stig Poul Hansen, Kaj Rasmussen, Robert Strandgård, Gry Worre Hallberg, René, Christine Louise Jørgensen, Dorte Olofsen, Kasper Olofsen, Emilian Sejersen, Susanne Funck, Rosmarie Jørgensen, Lasse Jacobsen, Sigrid Aalbæk Jensen, Mikkel Jacobsen, Birgitte Simonsen, Thomas Vinterberg","daughter, depression, suicide, parent child relationship, birthday, country house, twin sister, family reunion, lecture, child, dogme 95"
2361,Pink Flamingos (1972),Comedy,"Divine, David Lochary, Mary Vivian Pearce, Mink Stole, Danny Mills, Edith Massey, Channing Wilroy, Cookie Mueller, Paul Swift, Susan Walsh, Linda Olgeirson, Pat Moran, Jack Walsh, Bob Skidmore, Pat Lefaiver, Jackie Sidel, Julie Munshauer, Steve Yeager, Nancy Crystal, George Figgs, John Oden, George Stoll, David Gluck, Elizabeth Coffey, Margie Donnelly, Margie Skidmore, Berenica Cipcus, Iris Burman, Randy Burman, Don Blumberg, Vincent Peranio, Bob Adams, Mark Lazarus, David Lehman, Catriona Maloney, Richard Keller, Charlie Swope, Barry Golome, Ed Peranio, Elia Katz, Steve Waters, Billy Davis, Howard Gruber, Van Smith, Chuck Yeaton, Laurie Birnbaum, Lenny Taylor, Trick Grantham, Mark Isherwood, Randy Damm, Alan Reese, Alberta Reese, Cowboy Foulke, David Sanders, Brigette Grey, John Herndon, Ellis Clark, Joe Wilepski, Paul Landis, Lawrence Irvine, Marina Melin, Max Mueller, John Waters","drug dealer, van, jealousy, trailer park, heroin, pop culture, spanner, fetishism, excrements , disgust, dog dirt, adult humor, execution, zoophilia, hitchhiking, drag, filth, egg"
